model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-4.1-nano,long,banking-650,top_up_failed,top_up_failed,95,1,8,2000,"{""label"": ""top_up_failed"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-068,change_pin,change_pin,95,1,5,2000,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-154,receiving_money,receiving_money,95,1,6,2000,"{""label"": ""receiving_money"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-002,Refund_not_showing_up,Request_refund,100,0,8,2000,"{""label"": ""Request_refund"", ""confidence"": 100}"
gpt-4.1-nano,long,banking-243,activate_my_card,activate_my_card,95,1,6,2000,"{""label"": ""activate_my_card"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-629,top_up_by_bank_transfer_charge,receiving_money,85,0,12,2000,"{""label"": ""receiving_money"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-749,visa_or_mastercard,get_disposable_virtual_card,85,0,7,2000,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-550,passcode_forgotten,passcode_forgotten,95,1,7,2000,"{""label"": ""passcode_forgotten"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-153,pin_blocked,change_pin,95,0,5,2000,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-344,card_payment_fee_charged,card_payment_fee_charged,95,1,42,2000,"{""label"": ""card_payment_fee_charged"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-421,declined_cash_withdrawal,cash_withdrawal_not_recognised,85,0,6,2000,"{""label"": ""cash_withdrawal_not_recognised"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-551,passcode_forgotten,passcode_forgotten,95,1,4,2000,"{""label"": ""passcode_forgotten"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-450,edit_personal_details,edit_personal_details,95,1,7,2000,"{""label"": ""edit_personal_details"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-657,top_up_limits,top_up_limits,95,1,7,2000,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-437,direct_debit_payment_not_recognised,reverted_card_payment?,70,0,4,2000,"{""label"": ""reverted_card_payment?"", ""confidence"": 70}"
gpt-4.1-nano,long,banking-592,receiving_money,transfer_into_account,85,0,9,2000,"{   ""label"": ""transfer_into_account"",   ""confidence"": 85 }"
gpt-4.1-nano,long,banking-214,verify_top_up,verify_top_up,95,1,14,2000,"{""label"": ""verify_top_up"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-443,disposable_card_limits,get_disposable_virtual_card,85,0,8,2000,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-572,pending_top_up,top_up_failed,95,0,8,2000,"{""label"": ""top_up_failed"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-581,pending_transfer,pending_transfer,95,1,12,2000,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-223,why_verify_identity,unable_to_verify_identity,95,0,8,2000,"{""label"": ""unable_to_verify_identity"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-462,exchange_charge,exchange_charge,95,1,10,2000,"{""label"": ""exchange_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-659,top_up_reverted,top_up_reverted,95,1,5,2000,"{""label"": ""top_up_reverted"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-640,top_up_by_cash_or_cheque,balance_not_updated_after_cheque_or_cash_deposit,85,0,8,2000,"{""label"": ""balance_not_updated_after_cheque_or_cash_deposit"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-529,lost_or_stolen_card,lost_or_stolen_card,95,1,33,2000,"{""label"": ""lost_or_stolen_card"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-565,pending_cash_withdrawal,pending_cash_withdrawal,85,1,8,2000,"{""label"": ""pending_cash_withdrawal"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-455,edit_personal_details,edit_personal_details,95,1,6,2000,"{   ""label"": ""edit_personal_details"",   ""confidence"": 95 }"
gpt-4.1-nano,long,banking-309,card_acceptance,country_support,95,0,14,2000,"{""label"": ""country_support"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-438,direct_debit_payment_not_recognised,request_refund,95,0,46,2000,"{""label"": ""request_refund"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-721,verify_my_identity,verify_my_identity,95,1,15,2000,"{""label"": ""verify_my_identity"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-401,contactless_not_working,contactless_not_working,95,1,6,2000,"{""label"": ""contactless_not_working"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-292,beneficiary_not_allowed,failed_transfer,95,0,18,2000,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-093,disposable_card_limits,get_disposable_virtual_card,85,0,9,2000,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-098,exchange_charge,exchange_rate,95,0,15,2000,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-638,top_up_by_cash_or_cheque,balance_not_updated_after_bank_transfer,10,0,10,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 10}"
gpt-4.1-nano,long,banking-025,beneficiary_not_allowed,failed_transfer,95,0,14,2000,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-533,lost_or_stolen_phone,lost_or_stolen_phone,95,1,11,2000,"{""label"": ""lost_or_stolen_phone"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-568,pending_top_up,balance_not_updated_after_top_up,95,0,15,2000,"{""label"": ""balance_not_updated_after_top_up"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-059,card_swallowed,atm_support,95,0,12,2000,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-558,pending_card_payment,pending_transfer,95,0,9,2000,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-380,cash_withdrawal_not_recognised,wrong_amount_of_cash_received,85,0,8,2000,"{""label"": ""wrong_amount_of_cash_received"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-560,pending_card_payment,pending_transfer,85,0,10,2000,"{""label"": ""pending_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-470,exchange_via_app,fiat_currency_support,95,0,6,2000,"{""label"": ""fiat_currency_support"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-057,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,95,1,12,2000,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-197,transfer_into_account,top_up_by_bank_transfer_charge,85,0,20,2000,"{""label"": ""top_up_by_bank_transfer_charge"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-636,top_up_by_card_charge,top_up_by_card_charge,95,1,9,2000,"{""label"": ""top_up_by_card_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-211,verify_source_of_funds,verify_source_of_funds,95,1,12,2000,"{""label"": ""verify_source_of_funds"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-656,top_up_limits,top_up_limits,95,1,13,2000,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-738,virtual_card_not_working,virtual_card_not_working,95,1,8,2000,"{""label"": ""virtual_card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-766,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,95,0,22,2000,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-366,card_swallowed,card_swallowed,95,1,8,2000,"{""label"": ""card_swallowed"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-242,activate_my_card,activate_my_card,100,1,4,2000,"{""label"": ""activate_my_card"", ""confidence"": 100}"
gpt-4.1-nano,long,banking-418,declined_card_payment,declined_card_payment,95,1,5,2000,"{""label"": ""declined_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-675,transaction_charged_twice,failed_transfer,85,0,9,2000,"{""label"": ""failed_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-286,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,85,0,10,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-250,age_limit,age_limit,95,1,7,2000,"{""label"": ""age_limit"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-526,lost_or_stolen_card,lost_or_stolen_card,95,1,6,2000,"{""label"": ""lost_or_stolen_card"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-097,exchange_charge,exchange_rate,95,0,9,2000,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-278,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,95,1,12,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-262,atm_support,atm_support,95,1,12,2000,"{""label"": ""atm_support"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-304,card_about_to_expire,card_about_to_expire,95,1,16,2000,"{""label"": ""card_about_to_expire"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-349,card_payment_fee_charged,card_payment_fee_charged,95,1,12,2000,"{""label"": ""card_payment_fee_charged"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-340,card_not_working,card_not_working,95,1,5,2000,"{""label"": ""card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-449,edit_personal_details,edit_personal_details,95,1,6,2000,"{""label"": ""edit_personal_details"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-445,disposable_card_limits,disposable_card_limits,95,1,16,2000,"{""label"": ""disposable_card_limits"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-707,transfer_timing,transfer_timing,85,1,6,2000,"{""label"": ""transfer_timing"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-756,why_verify_identity,unable_to_verify_identity,95,0,8,2000,"{""label"": ""unable_to_verify_identity"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-145,pending_top_up,pending_top_up,95,1,9,2000,"{""label"": ""pending_top_up"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-693,transfer_into_account,transfer_into_account,95,1,9,2000,"{""label"": ""transfer_into_account"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-128,lost_or_stolen_card,card_not_working,85,0,7,2000,"{""label"": ""card_not_working"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-696,transfer_not_received_by_recipient,pending_transfer,95,0,8,2000,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-744,visa_or_mastercard,visa_or_mastercard,95,1,6,2000,"{""label"": ""visa_or_mastercard"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-330,card_linking,getting_spare_card,85,0,9,2000,"{""label"": ""getting_spare_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-287,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,85,0,24,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-147,pending_top_up,pending_top_up,95,1,12,2000,"{""label"": ""pending_top_up"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-602,request_refund,Request_refund,95,0,7,2000,"{   ""label"": ""Request_refund"",   ""confidence"": 95 }"
gpt-4.1-nano,long,banking-183,top_up_limits,top_up_limits,95,1,6,2000,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-767,wrong_exchange_rate_for_cash_withdrawal,cash_withdrawal_charge,95,0,31,2000,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-307,card_about_to_expire,get_spare_card,85,0,16,2000,"{""label"": ""get_spare_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-575,pending_transfer,failed_transfer,95,0,8,2000,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-567,pending_cash_withdrawal,balance_not_updated_after_cash_withdrawal,85,0,42,2000,"{""label"": ""balance_not_updated_after_cash_withdrawal"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-612,supported_cards_and_currencies,transfer_into_account,95,0,12,2000,"{""label"": ""transfer_into_account"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-022,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,85,0,16,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-252,age_limit,age_limit,95,1,14,2000,"{""label"": ""age_limit"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-140,pending_card_payment,pending_card_payment,95,1,10,2000,"{""label"": ""pending_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-372,cash_withdrawal_charge,cash_withdrawal_charge,95,1,9,2000,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-446,disposable_card_limits,get_disposable_virtual_card,95,0,7,2000,"{""label"": ""get_disposable_virtual_card"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-477,extra_charge_on_statement,extra_charge_on_statement,95,1,8,2000,"{""label"": ""extra_charge_on_statement"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-433,declined_transfer,declined_card_payment,85,0,24,2000,"{""label"": ""declined_card_payment"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-361,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,95,1,14,2000,"{""label"": ""card_payment_wrong_exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-043,card_linking,card_linking,95,1,7,2000,"{""label"": ""card_linking"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-414,declined_card_payment,declined_card_payment,95,1,9,2000,"{""label"": ""declined_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-750,why_verify_identity,unable_to_verify_identity,85,0,8,2000,"{""label"": ""unable_to_verify_identity"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-538,lost_or_stolen_phone,lost_or_stolen_phone,95,1,4,2000,"{""label"": ""lost_or_stolen_phone"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-360,card_payment_wrong_exchange_rate,exchange_rate,95,0,20,2000,"{""label"": ""exchange_rate"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-752,why_verify_identity,why_verify_identity,85,1,8,2000,"{""label"": ""why_verify_identity"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-508,get_physical_card,passcode_forgotten,85,0,6,2000,"{""label"": ""passcode_forgotten"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-120,get_physical_card,change_pin,95,0,6,2000,"{""label"": ""change_pin"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-384,cash_withdrawal_not_recognised,wrong_amount_of_cash_received,85,0,13,2000,"{""label"": ""wrong_amount_of_cash_received"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-655,top_up_limits,top_up_limits,95,1,11,2000,"{""label"": ""top_up_limits"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-395,compromised_card,reverted_card_payment?,85,0,15,2000,"{""label"": ""reverted_card_payment?"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-160,reverted_card_payment?,reverted_card_payment?,95,1,11,2000,"{""label"": ""reverted_card_payment?"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-611,supported_cards_and_currencies,apple_pay_or_google_pay,70,0,12,2000,"{""label"": ""apple_pay_or_google_pay"", ""confidence"": 70}"
gpt-4.1-nano,long,banking-277,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,95,1,11,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-086,declined_transfer,declined_card_payment,95,0,16,2000,"{""label"": ""declined_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-144,pending_cash_withdrawal,pending_transfer,95,0,25,2000,"{""label"": ""pending_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-489,failed_transfer,failed_transfer,95,1,18,2000,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-428,declined_transfer,declined_card_payment,95,0,26,2000,"{""label"": ""declined_card_payment"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-355,card_payment_not_recognised,lost_or_stolen_card,85,0,24,2000,"{""label"": ""lost_or_stolen_card"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-283,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,85,0,22,2000,"{""label"": ""balance_not_updated_after_bank_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-111,failed_transfer,failed_transfer,95,1,16,2000,"{""label"": ""failed_transfer"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-274,balance_not_updated_after_bank_transfer,transfer_timing,95,0,12,2000,"{""label"": ""transfer_timing"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-157,request_refund,cancel_transfer,85,0,10,2000,"{""label"": ""cancel_transfer"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-459,exchange_charge,exchange_charge,95,1,8,2000,"{""label"": ""exchange_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-373,cash_withdrawal_charge,cash_withdrawal_charge,95,1,8,2000,"{""label"": ""cash_withdrawal_charge"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-689,transfer_into_account,transfer_into_account,95,1,9,2000,"{""label"": ""transfer_into_account"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-083,declined_cash_withdrawal,cash_withdrawal_not_recognised,85,0,26,2000,"{   ""label"": ""cash_withdrawal_not_recognised"",   ""confidence"": 85 }"
gpt-4.1-nano,long,banking-416,declined_card_payment,card_not_working,95,0,10,2000,"{""label"": ""card_not_working"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-004,activate_my_card,activate_my_card,95,1,9,2000,"{""label"": ""activate_my_card"", ""confidence"": 95}"
gpt-4.1-nano,long,banking-635,top_up_by_card_charge,top_up_by_bank_transfer_charge,85,0,13,2000,"{""label"": ""top_up_by_bank_transfer_charge"", ""confidence"": 85}"
gpt-4.1-nano,long,banking-748,visa_or_mastercard,visa_or_mastercard,95,1,13,2000,"{""label"": ""visa_or_mastercard"", ""confidence"": 95}"
gpt-5.6-luna,long,banking-094,edit_personal_details,edit_personal_details,99,1,7,2000,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,long,banking-700,transfer_not_received_by_recipient,transfer_not_received_by_recipient,98,1,7,2000,"{""label"":""transfer_not_received_by_recipient"",""confidence"":98}"
gpt-5.6-luna,long,banking-702,transfer_timing,transfer_timing,98,1,9,2000,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,long,banking-342,card_not_working,card_not_working,98,1,8,2000,"{""label"":""card_not_working"",""confidence"":98}"
gpt-5.6-luna,long,banking-763,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,26,2000,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
gpt-5.6-luna,long,banking-512,getting_spare_card,getting_spare_card,98,1,11,2000,"{""label"":""getting_spare_card"",""confidence"":98}"
gpt-5.6-luna,long,banking-313,card_acceptance,card_acceptance,99,1,6,2000,"{""label"":""card_acceptance"",""confidence"":99}"
gpt-5.6-luna,long,banking-531,lost_or_stolen_card,lost_or_stolen_card,100,1,7,2000,"{""label"":""lost_or_stolen_card"",""confidence"":100}"
gpt-5.6-luna,long,banking-136,passcode_forgotten,passcode_forgotten,100,1,11,2000,"{""label"":""passcode_forgotten"",""confidence"":100}"
gpt-5.6-luna,long,banking-584,pin_blocked,pin_blocked,96,1,9,2000,"{""label"":""pin_blocked"",""confidence"":96}"
gpt-5.6-luna,long,banking-554,pending_card_payment,pending_card_payment,99,1,8,2000,"{""label"":""pending_card_payment"",""confidence"":99}"
gpt-5.6-luna,long,banking-675,transaction_charged_twice,transaction_charged_twice,99,1,9,2000,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,long,banking-184,top_up_reverted,top_up_reverted,99,1,10,2000,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,long,banking-280,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,98,1,15,2000,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":98}"
gpt-5.6-luna,long,banking-394,compromised_card,compromised_card,99,1,5,2000,"{""label"":""compromised_card"",""confidence"":99}"
gpt-5.6-luna,long,banking-618,terminate_account,terminate_account,100,1,9,2000,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,long,banking-030,cancel_transfer,cancel_transfer,99,1,25,2000,"{""label"":""cancel_transfer"",""confidence"":99}"
gpt-5.6-luna,long,banking-228,wrong_amount_of_cash_received,wrong_amount_of_cash_received,100,1,12,2000,"{""label"":""wrong_amount_of_cash_received"",""confidence"":100}"
gpt-5.6-luna,long,banking-215,verify_top_up,verify_top_up,99,1,10,2000,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,long,banking-556,pending_card_payment,pending_card_payment,99,1,6,2000,"{""label"":""pending_card_payment"",""confidence"":99}"
gpt-5.6-luna,long,banking-706,transfer_timing,transfer_timing,98,1,19,2000,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,long,banking-466,exchange_rate,exchange_rate,99,1,5,2000,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,long,banking-522,getting_virtual_card,getting_virtual_card,99,1,5,2000,"{""label"":""getting_virtual_card"",""confidence"":99}"
gpt-5.6-luna,long,banking-432,declined_transfer,declined_transfer,99,1,6,2000,"{""label"":""declined_transfer"",""confidence"":99}"
gpt-5.6-luna,long,banking-530,lost_or_stolen_card,lost_or_stolen_card,99,1,7,2000,"{""label"":""lost_or_stolen_card"",""confidence"":99}"
gpt-5.6-luna,long,banking-201,transfer_not_received_by_recipient,transfer_not_received_by_recipient,98,1,12,2000,"{""label"":""transfer_not_received_by_recipient"",""confidence"":98}"
gpt-5.6-luna,long,banking-571,pending_top_up,pending_top_up,96,1,8,2000,"{""label"":""pending_top_up"",""confidence"":96}"
gpt-5.6-luna,long,banking-090,direct_debit_payment_not_recognised,direct_debit_payment_not_recognised,99,1,20,2000,"{""label"":""direct_debit_payment_not_recognised"",""confidence"":99}"
gpt-5.6-luna,long,banking-651,top_up_failed,top_up_failed,98,1,8,2000,"{""label"":""top_up_failed"",""confidence"":98}"
gpt-5.6-luna,long,banking-158,request_refund,request_refund,98,1,6,2000,"{""label"":""request_refund"",""confidence"":98}"
gpt-5.6-luna,long,banking-218,virtual_card_not_working,virtual_card_not_working,99,1,7,2000,"{""label"":""virtual_card_not_working"",""confidence"":99}"
gpt-5.6-luna,long,banking-552,passcode_forgotten,passcode_forgotten,99,1,10,2000,"{""label"":""passcode_forgotten"",""confidence"":99}"
gpt-5.6-luna,long,banking-005,activate_my_card,activate_my_card,100,1,9,2000,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,long,banking-400,contactless_not_working,contactless_not_working,99,1,7,2000,"{""label"":""contactless_not_working"",""confidence"":99}"
gpt-5.6-luna,long,banking-319,card_arrival,card_arrival,96,1,18,2000,"{""label"":""card_arrival"",""confidence"":96}"
gpt-5.6-luna,long,banking-299,cancel_transfer,cancel_transfer,99,1,12,2000,"{""label"":""cancel_transfer"",""confidence"":99}"
gpt-5.6-luna,long,banking-226,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,10,2000,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
gpt-5.6-luna,long,banking-041,card_delivery_estimate,card_arrival,96,0,10,2000,"{""label"":""card_arrival"",""confidence"":96}"
gpt-5.6-luna,long,banking-734,verify_top_up,verify_top_up,99,1,7,2000,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,long,banking-669,topping_up_by_card,balance_not_updated_after_bank_transfer,38,0,15,2000,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":38}"
gpt-5.6-luna,long,banking-594,receiving_money,fiat_currency_support,97,0,8,2000,"{""label"":""fiat_currency_support"",""confidence"":97}"
gpt-5.6-luna,long,banking-257,apple_pay_or_google_pay,apple_pay_or_google_pay,98,1,11,2000,"{""label"":""apple_pay_or_google_pay"",""confidence"":98}"
gpt-5.6-luna,long,banking-023,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,99,1,10,2000,"{""label"":""balance_not_updated_after_cheque_or_cash_deposit"",""confidence"":99}"
gpt-5.6-luna,long,banking-695,transfer_not_received_by_recipient,transfer_not_received_by_recipient,98,1,12,2000,"{""label"":""transfer_not_received_by_recipient"",""confidence"":98}"
gpt-5.6-luna,long,banking-678,transaction_charged_twice,transaction_charged_twice,99,1,12,2000,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,long,banking-732,verify_top_up,verify_top_up,99,1,9,2000,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,long,banking-413,country_support,country_support,99,1,16,2000,"{""label"":""country_support"",""confidence"":99}"
gpt-5.6-luna,long,banking-114,fiat_currency_support,fiat_currency_support,99,1,8,2000,"{""label"":""fiat_currency_support"",""confidence"":99}"
gpt-5.6-luna,long,banking-516,getting_spare_card,getting_spare_card,98,1,5,2000,"{""label"":""getting_spare_card"",""confidence"":98}"
gpt-5.6-luna,long,banking-350,card_payment_fee_charged,top_up_by_card_charge,96,0,11,2000,"{""label"":""top_up_by_card_charge"",""confidence"":96}"
gpt-5.6-luna,long,banking-562,pending_cash_withdrawal,pending_cash_withdrawal,100,1,12,2000,"{""label"":""pending_cash_withdrawal"",""confidence"":100}"
gpt-5.6-luna,long,banking-620,terminate_account,terminate_account,100,1,5,2000,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,long,banking-452,edit_personal_details,edit_personal_details,99,1,11,2000,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,long,banking-290,beneficiary_not_allowed,failed_transfer,94,0,14,2000,"{""label"":""failed_transfer"",""confidence"":94}"
gpt-5.6-luna,long,banking-109,failed_transfer,failed_transfer,82,1,10,2000,"{""label"":""failed_transfer"",""confidence"":82}"
gpt-5.6-luna,long,banking-239,activate_my_card,activate_my_card,100,1,9,2000,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,long,banking-132,lost_or_stolen_phone,lost_or_stolen_phone,100,1,9,2000,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
gpt-5.6-luna,long,banking-352,card_payment_not_recognised,card_payment_not_recognised,98,1,7,2000,"{""label"":""card_payment_not_recognised"",""confidence"":98}"
gpt-5.6-luna,long,banking-343,card_not_working,card_not_working,99,1,7,2000,"{""label"":""card_not_working"",""confidence"":99}"
gpt-5.6-luna,long,banking-476,exchange_via_app,exchange_via_app,99,1,7,2000,"{""label"":""exchange_via_app"",""confidence"":99}"
gpt-5.6-luna,long,banking-389,change_pin,change_pin,100,1,7,2000,"{""label"":""change_pin"",""confidence"":100}"
gpt-5.6-luna,long,banking-176,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,6,2000,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,long,banking-739,virtual_card_not_working,virtual_card_not_working,99,1,6,2000,"{""label"":""virtual_card_not_working"",""confidence"":99}"
gpt-5.6-luna,long,banking-687,transfer_into_account,transfer_into_account,99,1,15,2000,"{""label"":""transfer_into_account"",""confidence"":99}"
